Bronze,Silver,Gold,ID,Sex,Age,Height,Weight,Year,Medal,BMI,Host,Population,GDP_Per_Capita,Event,Name,Team,Sport
0.1,0.8,0.1,76644,0,31.0,168.0,66.0,2016,1,23.384353741496604,0,323127513.0,57588.538070583025,Tennis Mixed Doubles,Bethanie Lynn Mattek-Sands,United States-2,Tennis
0.1,0.8,0.1,76644,0,31.0,168.0,66.0,2016,1,23.384353741496604,0,323127513.0,57588.538070583025,Tennis Mixed Doubles,Bethanie Lynn Mattek-Sands,United States-2,Tennis
0.0,0.8,0.2,126199,0,30.0,180.0,60.0,2016,1,18.51851851851852,0,144342396.0,8759.03611775209,Tennis Women's Doubles,Yelena Sergeyevna Vesnina,Russia-2,Tennis
0.0,0.8,0.2,126199,0,30.0,180.0,60.0,2016,1,18.51851851851852,0,144342396.0,8759.03611775209,Tennis Women's Doubles,Yelena Sergeyevna Vesnina,Russia-2,Tennis
0.9,0.0,0.1,65461,0,26.0,183.0,70.0,2016,0,20.902385858042937,0,10561633.0,18483.716479771614,Tennis Women's Doubles,Petra Kvitov,Czech Republic-1,Tennis
0.0,0.1,0.9,48700,0,35.0,170.0,59.0,2016,2,20.41522491349481,0,127854000.0,35433.98896374302,Tennis Women's Singles,Martina Hingis (-Hutin),Switzerland,Tennis
0.0,0.9,0.1,6632,0,27.0,170.0,62.0,2016,2,21.45328719723184,0,9817958.0,12820.088196305347,Tennis Women's Singles,Timea Bacsinszky,Switzerland,Tennis
0.8,0.0,0.2,104216,0,29.0,177.0,65.0,2016,0,20.747550193111813,0,10561633.0,18483.716479771614,Tennis Women's Singles,Lucie afov,Czech Republic,Tennis
0.1,0.7,0.2,41389,1,20.0,173.0,66.0,2016,1,22.052190183434128,0,9507120.0,5025.405063877017,Trampolining Men's Individual,Vladislav Olegovich Goncharov,Belarus,Trampolining
0.1,0.7,0.2,41389,1,20.0,173.0,66.0,2016,1,22.052190183434128,0,9507120.0,5025.405063877017,Trampolining Men's Individual,Vladislav Olegovich Goncharov,Belarus,Trampolining
1.0,0.0,0.0,38410,1,24.0,170.0,64.0,2016,0,22.145328719723185,0,1378665000.0,8117.267465431786,Trampolining Men's Individual,Gao Lei,China,Trampolining
0.1,0.1,0.8,90546,0,25.0,172.0,60.0,2016,2,20.281233098972415,0,65637239.0,40412.03361998853,Trampolining Women's Individual,Bryony Kate Frances Page,Great Britain,Trampolining
0.3,0.6,0.1,69329,0,27.0,155.0,47.0,2016,0,19.562955254942764,0,1378665000.0,8117.267465431786,Trampolining Women's Individual,Li Dan,China,Trampolining
0.3,0.6,0.1,69329,0,27.0,155.0,47.0,2016,0,19.562955254942764,0,1378665000.0,8117.267465431786,Trampolining Women's Individual,Li Dan,China,Trampolining
0.8,0.0,0.2,107353,1,24.0,170.0,59.0,2016,0,20.41522491349481,0,275854000.0,32949.1977640346,Triathlon Men's Olympic Distance,Henri Schoeman,South Africa,Triathlon
0.8,0.0,0.2,107353,1,24.0,170.0,59.0,2016,0,20.41522491349481,0,275854000.0,32949.1977640346,Triathlon Men's Olympic Distance,Henri Schoeman,South Africa,Triathlon
0.8,0.0,0.2,107353,1,24.0,170.0,59.0,2016,0,20.41522491349481,0,275854000.0,32949.1977640346,Triathlon Men's Olympic Distance,Henri Schoeman,South Africa,Triathlon
0.0,0.9,0.1,55916,0,30.0,178.0,59.0,2016,1,18.621386188612547,0,323127513.0,57588.538070583025,Triathlon Women's Olympic Distance,Gwen Rosemary Jorgensen (-Lemieux),United States,Triathlon
0.0,1.0,0.0,49379,0,30.0,168.0,56.0,2016,0,19.841269841269845,0,65637239.0,40412.03361998853,Triathlon Women's Olympic Distance,"Victoria Frances ""Vicky"" Holland",Great Britain,Triathlon
0.0,1.0,0.0,49379,0,30.0,168.0,56.0,2016,0,19.841269841269845,0,65637239.0,40412.03361998853,Triathlon Women's Olympic Distance,"Victoria Frances ""Vicky"" Holland",Great Britain,Triathlon
0.0,0.0,1.0,16900,1,32.0,206.0,100.0,2016,2,23.56489772834386,0,60600590.0,30668.981428999723,Volleyball Men's Volleyball,Simone Buti,Italy,Volleyball
0.0,1.0,0.0,31381,1,32.0,205.0,107.0,2016,1,25.46103509815586,1,207652865.0,8639.365743445373,Volleyball Men's Volleyball,der Francis Carbonera,Brazil,Volleyball
0.9,0.1,0.0,3845,1,29.0,202.0,100.0,2016,0,24.50740123517302,0,323127513.0,57588.538070583025,Volleyball Men's Volleyball,"Matthew John ""Matt"" Anderson",United States,Volleyball
0.0,0.1,0.9,74029,0,25.0,185.0,78.0,2016,2,22.79035792549306,0,7057412.0,5426.198278872465,Volleyball Women's Volleyball,Tijana Maleevi,Serbia,Volleyball
0.0,1.0,0.0,50923,0,25.0,192.0,78.0,2016,1,21.158854166666668,0,1378665000.0,8117.267465431786,Volleyball Women's Volleyball,Hui Ruoqi,China,Volleyball
0.9,0.1,0.0,71799,0,23.0,193.0,82.0,2016,0,22.014013799028163,0,323127513.0,57588.538070583025,Volleyball Women's Volleyball,Karsta Lowe,United States,Volleyball
0.1,0.0,0.9,71178,1,29.0,195.0,106.0,2016,2,27.87639710716634,0,46814237.0,1338.299606305678,Water Polo Men's Water Polo,Luka Lonar,Croatia,Water Polo
0.05,0.75,0.2,24247,1,25.0,191.0,91.0,2016,1,24.94449165318933,0,7057412.0,5426.198278872465,Water Polo Men's Water Polo,Milo uk,Serbia,Water Polo
0.9,0.0,0.1,28073,1,22.0,190.0,88.0,2016,0,24.37673130193906,0,60600590.0,30668.981428999723,Water Polo Men's Water Polo,Francesco Di Fulvio,Italy,Water Polo
0.0,0.0,1.0,1478,0,27.0,172.0,74.0,2016,2,25.013520822065985,0,60600590.0,30668.981428999723,Water Polo Women's Water Polo,Rosaria Aiello,Italy,Water Polo
0.0,1.0,0.0,34233,0,22.0,173.0,65.0,2016,1,21.71806608974573,0,323127513.0,57588.538070583025,Water Polo Women's Water Polo,Rachel Fattal,United States,Water Polo
1.0,0.0,0.0,120398,0,29.0,178.0,86.0,2016,0,27.143037495265748,0,144342396.0,8759.03611775209,Water Polo Women's Water Polo,Anna Viktorovna Timofeyeva,Russia,Water Polo
0.4,0.3,0.3,64302,1,20.0,159.0,56.0,2016,0,22.15102250702108,0,68863514.0,5979.293546255484,Weightlifting Men's Bantamweight,Sinphet Kruaithong,Thailand,Weightlifting
0.4,0.3,0.3,64302,1,20.0,159.0,56.0,2016,0,22.15102250702108,0,68863514.0,5979.293546255484,Weightlifting Men's Bantamweight,Sinphet Kruaithong,Thailand,Weightlifting
0.4,0.3,0.3,64302,1,20.0,159.0,56.0,2016,0,22.15102250702108,0,68863514.0,5979.293546255484,Weightlifting Men's Bantamweight,Sinphet Kruaithong,Thailand,Weightlifting
0.6,0.2,0.2,59204,1,25.0,160.0,62.0,2016,0,24.21875,0,17797032.0,7714.841843760241,Weightlifting Men's Featherweight,Farkhad Ibragimovich Kharki,Kazakhstan,Weightlifting
0.6,0.2,0.2,59204,1,25.0,160.0,62.0,2016,0,24.21875,0,17797032.0,7714.841843760241,Weightlifting Men's Featherweight,Farkhad Ibragimovich Kharki,Kazakhstan,Weightlifting
0.6,0.2,0.2,59204,1,25.0,160.0,62.0,2016,0,24.21875,0,17797032.0,7714.841843760241,Weightlifting Men's Featherweight,Farkhad Ibragimovich Kharki,Kazakhstan,Weightlifting
0.3,0.2,0.5,75926,1,19.0,181.0,105.0,2016,2,32.05030371478282,0,2924816.0,3605.743116842559,Weightlifting Men's Heavyweight,Simon Martirosyan,Armenia,Weightlifting
0.1,0.8,0.1,87401,1,24.0,183.0,109.0,2016,1,32.54800083609543,0,31848200.0,2117.7444302576096,Weightlifting Men's Heavyweight,Ruslan Nurudinov,Uzbekistan,Weightlifting
0.4,0.4,0.2,134135,1,23.0,180.0,105.0,2016,0,32.407407407407405,0,17797032.0,7714.841843760241,Weightlifting Men's Heavyweight,Aleksandr Sergeyevich Zaychikov,Kazakhstan,Weightlifting
0.2,0.0,0.8,120216,1,22.0,172.0,85.0,2016,2,28.73174689021093,0,1378665000.0,8117.267465431786,Weightlifting Men's Light-Heavyweight,Tian Tao,China,Weightlifting
0.4,0.3,0.3,123223,1,22.0,175.0,85.0,2016,0,27.755102040816325,0,17797032.0,7714.841843760241,Weightlifting Men's Light-Heavyweight,Denis Ulanov,Kazakhstan,Weightlifting
0.5,0.1,0.4,81739,1,27.0,170.0,97.0,2016,1,33.564013840830455,0,175287587.0,3739.116138765183,Weightlifting Men's Light-Heavyweight,Sohrab Moradi,Iran,Weightlifting
0.2,0.1,0.7,52602,1,24.0,173.0,69.0,2016,2,23.054562464499316,0,79512426.0,10862.726425533887,Weightlifting Men's Lightweight,Daniar Ismailow,Turkmenistan,Weightlifting
0.1,0.7,0.2,109688,1,22.0,168.0,70.0,2016,1,24.801587301587304,0,1378665000.0,8117.267465431786,Weightlifting Men's Lightweight,Shi Zhiyong,China,Weightlifting
1.0,0.0,0.0,82465,1,21.0,165.0,64.0,2016,0,23.507805325987142,0,48653419.0,5813.6945194576165,Weightlifting Men's Lightweight,Lus Javier Mosquera Lozano,Colombia,Weightlifting
0.5,0.2,0.3,28400,1,25.0,172.0,94.0,2016,0,31.77393185505679,0,2872298.0,14912.686542793159,Weightlifting Men's Middle-Heavyweight,Aurimas Didbalis,Lithuania,Weightlifting
0.5,0.2,0.3,28400,1,25.0,172.0,94.0,2016,0,31.77393185505679,0,2872298.0,14912.686542793159,Weightlifting Men's Middle-Heavyweight,Aurimas Didbalis,Lithuania,Weightlifting
0.5,0.2,0.3,28400,1,25.0,172.0,94.0,2016,0,31.77393185505679,0,2872298.0,14912.686542793159,Weightlifting Men's Middle-Heavyweight,Aurimas Didbalis,Lithuania,Weightlifting
0.1,0.7,0.2,98495,1,22.0,176.0,77.0,2016,1,24.857954545454547,0,17797032.0,7714.841843760241,Weightlifting Men's Middleweight,Nidzhat Aliyevich Rakhimov,Kazakhstan,Weightlifting
0.1,0.7,0.2,98495,1,22.0,176.0,77.0,2016,1,24.857954545454547,0,17797032.0,7714.841843760241,Weightlifting Men's Middleweight,Nidzhat Aliyevich Rakhimov,Kazakhstan,Weightlifting
0.8,0.1,0.1,51727,1,26.0,165.0,77.0,2016,0,28.282828282828287,0,95688681.0,3479.2812462117427,Weightlifting Men's Middleweight,Mohamed Ihab Youssef Ahmed Mahmoud,Egypt,Weightlifting
0.3,0.0,0.7,80107,1,21.0,180.0,140.0,2016,2,43.20987654320987,0,2924816.0,3605.743116842559,Weightlifting Men's Super-Heavyweight,Gor Minasyan,Armenia,Weightlifting
0.7,0.2,0.1,118074,1,22.0,197.0,160.0,2016,1,41.22755031049499,0,3719300.0,3865.785693318275,Weightlifting Men's Super-Heavyweight,Lasha Talakhadze,Georgia,Weightlifting
0.9,0.0,0.1,122746,1,31.0,182.0,130.0,2016,0,39.24646781789639,0,3719300.0,3865.785693318275,Weightlifting Men's Super-Heavyweight,Irak'li Turmanidze,Georgia,Weightlifting
0.1,0.1,0.8,1301,0,21.0,147.0,47.0,2016,2,21.75019667731038,0,37491165.0,6191.714945034939,Weightlifting Women's Flyweight,Sri Wahyuni Agustiani,Indonesia,Weightlifting
0.1,0.5,0.4,118369,0,21.0,154.0,48.0,2016,1,20.23950075898128,0,68863514.0,5979.293546255484,Weightlifting Women's Flyweight,Sopita Tanasan,Thailand,Weightlifting
0.1,0.1,0.8,1301,0,21.0,147.0,47.0,2016,2,21.75019667731038,0,37491165.0,6191.714945034939,Weightlifting Women's Flyweight,Sri Wahyuni Agustiani,Indonesia,Weightlifting
0.1,0.0,0.9,84737,0,20.0,165.0,76.0,2016,2,27.915518824609737,0,9507120.0,5025.405063877017,Weightlifting Women's Heavyweight,Darya Sergeyevna Naumova,Belarus,Weightlifting
0.8,0.1,0.1,123953,0,31.0,169.0,75.0,2016,0,26.25958474843318,0,46443959.0,26616.75779655097,Weightlifting Women's Heavyweight,Lidia Valentn Prez,Spain,Weightlifting
0.8,0.1,0.1,123953,0,31.0,169.0,75.0,2016,0,26.25958474843318,0,46443959.0,26616.75779655097,Weightlifting Women's Heavyweight,Lidia Valentn Prez,Spain,Weightlifting
0.1,0.2,0.7,134691,0,22.0,155.0,69.0,2016,2,28.720083246618103,0,17797032.0,7714.841843760241,Weightlifting Women's Light-Heavyweight,Zhazira Abdrakhmanovna Zhapparkul,Kazakhstan,Weightlifting
0.3,0.7,0.0,132003,0,24.0,163.0,69.0,2016,1,25.970115548195267,0,1378665000.0,8117.267465431786,Weightlifting Women's Light-Heavyweight,Xiang Yanmei,China,Weightlifting
0.8,0.0,0.2,104990,0,18.0,155.0,58.0,2016,0,24.141519250780437,0,95688681.0,3479.2812462117427,Weightlifting Women's Light-Heavyweight,Sara Ahmed Samir,Egypt,Weightlifting
0.1,0.0,0.9,114059,0,21.0,155.0,58.0,2016,1,24.141519250780437,0,68863514.0,5979.293546255484,Weightlifting Women's Lightweight,Sukanya Srisurat,Thailand,Weightlifting
0.13333333333333333,0.2,0.6666666666666666,65044,0,22.0,157.0,58.0,2016,0,23.53036634346221,0,8850974.0,30143.62745827797,Weightlifting Women's Lightweight,Kuo Hsing-Chun,Chinese Taipei,Weightlifting
0.13333333333333333,0.2,0.6666666666666666,65044,0,22.0,157.0,58.0,2016,0,23.53036634346221,0,8850974.0,30143.62745827797,Weightlifting Women's Lightweight,Kuo Hsing-Chun,Chinese Taipei,Weightlifting
0.3,0.1,0.6,20957,0,22.0,159.0,63.0,2016,2,24.91990032039872,0,25368620.0,916.8992515009978,Weightlifting Women's Middleweight,Choe Hyo-Sim,North Korea,Weightlifting
0.125,0.875,0.0,27574,0,23.0,159.0,63.0,2016,1,24.91990032039872,0,1378665000.0,8117.267465431786,Weightlifting Women's Middleweight,Deng Wei,China,Weightlifting
0.7,0.1,0.2,41859,0,23.0,160.0,63.0,2016,0,24.609375,0,17797032.0,7714.841843760241,Weightlifting Women's Middleweight,Karina Khavazhevna Goricheva,Kazakhstan,Weightlifting
0.15,0.3,0.55,60110,0,23.0,170.0,100.0,2016,2,34.602076124567475,0,25368620.0,27608.247428711602,Weightlifting Women's Super-Heavyweight,Kim Kuk-Hyang,North Korea,Weightlifting
0.2,0.8,0.0,78716,0,27.0,173.0,123.0,2016,1,41.09726352367269,0,1378665000.0,8117.267465431786,Weightlifting Women's Super-Heavyweight,Meng Suping,China,Weightlifting
0.9,0.0,0.1,101488,0,28.0,178.0,141.0,2016,0,44.50195682363338,0,323127513.0,57588.538070583025,Weightlifting Women's Super-Heavyweight,Sarah Elizabeth Robles,United States,Weightlifting
0.3,0.1,0.6,48505,1,20.0,163.0,63.0,2016,2,23.711844630960897,0,126994511.0,38972.340639146816,"Wrestling Men's Featherweight, Freestyle",Rei Higuchi,Japan,Wrestling
0.3,0.6,0.1,98343,1,27.0,165.0,62.0,2016,0,22.77318640955005,0,24650400.0,558.2268023770001,"Wrestling Men's Featherweight, Freestyle",Hassan Sabzali Rahimi,Iran,Wrestling
0.8,0.1,0.1,70766,1,25.0,168.0,65.0,2016,0,23.030045351473927,0,9762274.0,3880.7387308955604,"Wrestling Men's Featherweight, Freestyle",Hac liyev,Azerbaijan,Wrestling
0.1,0.2,0.7,89927,1,22.0,165.0,65.0,2016,2,23.875114784205696,0,126994511.0,38972.340639146816,"Wrestling Men's Featherweight, Greco-Roman",Shinobu Ota,Japan,Wrestling
0.2,0.7,0.1,13623,1,24.0,160.0,59.0,2016,1,23.046875,0,11475982.0,7961.845879507305,"Wrestling Men's Featherweight, Greco-Roman",Ismael Borrero Molina,Cuba,Wrestling
0.8333333333333333,0.1,0.06666666666666667,118702,1,24.0,160.0,59.0,2016,0,23.046875,0,31848200.0,2117.7444302576096,"Wrestling Men's Featherweight, Greco-Roman",Elmurat Zulypkarovich Tasmuradov,Uzbekistan,Wrestling
0.22000000000000003,0.3,0.48,112593,1,20.0,180.0,102.0,2016,1,31.48148148148148,0,323127513.0,57588.538070583025,"Wrestling Men's Heavyweight, Freestyle",Kyle Frederick Snyder,United States,Wrestling
0.22000000000000003,0.3,0.48,112593,1,20.0,180.0,102.0,2016,1,31.48148148148148,0,323127513.0,57588.538070583025,"Wrestling Men's Heavyweight, Freestyle",Kyle Frederick Snyder,United States,Wrestling
0.8,0.0,0.2,51534,1,31.0,183.0,97.0,2016,0,28.96473468900236,0,31848200.0,2117.7444302576096,"Wrestling Men's Heavyweight, Freestyle",Magomed Idrisovich Ibragimov,Uzbekistan,Wrestling
0.0,0.4,0.6,72126,1,26.0,190.0,98.0,2016,2,27.14681440443213,0,11475982.0,7961.845879507305,"Wrestling Men's Heavyweight, Greco-Roman",Yasmany Daniel Lugo Cabrera,Cuba,Wrestling
0.0,0.4,0.6,72126,1,26.0,190.0,98.0,2016,2,27.14681440443213,0,11475982.0,7961.845879507305,"Wrestling Men's Heavyweight, Greco-Roman",Yasmany Daniel Lugo Cabrera,Cuba,Wrestling
0.7,0.1,0.2,51818,1,30.0,180.0,98.0,2016,0,30.24691358024691,0,79512426.0,10862.726425533887,"Wrestling Men's Heavyweight, Greco-Roman",Cenk ldem,Turkey,Wrestling
0.1,0.3,0.6,132665,1,26.0,179.0,86.0,2016,2,26.840610467838083,0,79512426.0,10862.726425533887,"Wrestling Men's Light-Heavyweight, Freestyle",Selim Yaar,Turkey,Wrestling
0.22000000000000003,0.5,0.27999999999999997,23585,1,21.0,180.0,86.0,2016,0,26.54320987654321,0,323127513.0,57588.538070583025,"Wrestling Men's Light-Heavyweight, Freestyle",J'den Michael Tbory Cox,United States,Wrestling
0.4,0.4,0.2,104166,1,20.0,177.0,86.0,2016,1,27.4506048708864,0,144342396.0,8759.03611775209,"Wrestling Men's Light-Heavyweight, Freestyle",Abdul-Rashid Bulayevich Sadulayev,Russia,Wrestling
0.6,0.1,0.3,9577,1,25.0,178.0,85.0,2016,2,26.82742078020452,0,45004645.0,2185.72803066435,"Wrestling Men's Light-Heavyweight, Greco-Roman",Zhan Vensanovych Beleniuk,Ukraine,Wrestling
0.4,0.6,0.0,64636,1,21.0,184.0,90.0,2016,0,26.583175803402646,0,323127513.0,57588.538070583025,"Wrestling Men's Light-Heavyweight, Greco-Roman",Denis Maksymilian Kudla,Germany,Wrestling
0.6,0.1,0.3,9577,1,25.0,178.0,85.0,2016,2,26.82742078020452,0,45004645.0,2185.72803066435,"Wrestling Men's Light-Heavyweight, Greco-Roman",Zhan Vensanovych Beleniuk,Ukraine,Wrestling
0.2,0.4,0.4,114644,1,30.0,170.0,66.0,2016,1,22.837370242214536,0,7057412.0,5426.198278872465,"Wrestling Men's Lightweight, Greco-Roman",Davor tefanek,Serbia and Montenegro,Wrestling
0.2,0.4,0.4,114644,1,30.0,170.0,66.0,2016,1,22.837370242214536,0,7057412.0,5426.198278872465,"Wrestling Men's Lightweight, Greco-Roman",Davor tefanek,Serbia and Montenegro,Wrestling
0.9,0.0,0.1,10425,1,33.0,167.0,60.0,2016,0,21.513858510523864,0,5232929.0,70890.03556873862,"Wrestling Men's Lightweight, Greco-Roman",Stig Andr Berge,Norway,Wrestling
0.4,0.0,0.6,132729,1,21.0,181.0,74.0,2016,1,22.587833094227893,0,46787750.0,2303.01883093184,"Wrestling Men's Middleweight, Freestyle",Hassan Aliazam Yazdanicharati,Iran,Wrestling
0.5,0.2,0.3,39312,1,29.0,173.0,74.0,2016,2,24.72518293294129,0,144342396.0,8759.03611775209,"Wrestling Men's Middleweight, Freestyle",Aniuar Borisovich Geduyev,Russia,Wrestling
0.9,0.0,0.1,27495,1,25.0,170.0,74.0,2016,0,25.60553633217993,0,79512426.0,10862.726425533887,"Wrestling Men's Middleweight, Freestyle",Soner Demirta,Turkey,Wrestling
0.2,0.3,0.5,73264,1,31.0,177.0,80.0,2016,2,25.53544639152223,0,8840998.0,32587.264104464117,"Wrestling Men's Middleweight, Greco-Roman",Mark Overgaard Madsen,Denmark,Wrestling
0.2,0.3,0.5,73264,1,31.0,177.0,80.0,2016,2,25.53544639152223,0,8840998.0,32587.264104464117,"Wrestling Men's Middleweight, Greco-Roman",Mark Overgaard Madsen,Denmark,Wrestling
0.2,0.3,0.5,73264,1,31.0,177.0,80.0,2016,2,25.53544639152223,0,8840998.0,32587.264104464117,"Wrestling Men's Middleweight, Greco-Roman",Mark Overgaard Madsen,Denmark,Wrestling
0.3,0.5,0.2,1634,1,25.0,192.0,125.0,2016,1,33.90842013888889,0,79512426.0,10862.726425533887,"Wrestling Men's Super-Heavyweight, Freestyle",Taha Akgl,Turkey,Wrestling
0.3,0.5,0.2,1634,1,25.0,192.0,125.0,2016,1,33.90842013888889,0,79512426.0,10862.726425533887,"Wrestling Men's Super-Heavyweight, Freestyle",Taha Akgl,Turkey,Wrestling
0.8,0.1,0.1,104355,1,31.0,180.0,125.0,2016,0,38.58024691358025,0,9507120.0,5025.405063877017,"Wrestling Men's Super-Heavyweight, Freestyle",Ibragim Magomed-Saidovich Saidov,Belarus,Wrestling
0.8,0.0,0.2,108579,1,20.0,187.0,130.0,2016,0,37.17578426606422,0,144342396.0,8759.03611775209,"Wrestling Men's Super-Heavyweight, Greco-Roman",Sergey Viktorovich Semyonov,Russia,Wrestling
0.8,0.1,0.1,114079,1,27.0,192.0,130.0,2016,0,35.26475694444444,0,9762274.0,3880.7387308955604,"Wrestling Men's Super-Heavyweight, Greco-Roman",Sabah riti,Azerbaijan,Wrestling
0.8,0.0,0.2,108579,1,20.0,187.0,130.0,2016,0,37.17578426606422,0,144342396.0,8759.03611775209,"Wrestling Men's Super-Heavyweight, Greco-Roman",Sergey Viktorovich Semyonov,Russia,Wrestling
0.7,0.1,0.2,19643,1,24.0,172.0,65.0,2016,0,21.97133585722012,0,60600590.0,30668.981428999723,"Wrestling Men's Welterweight, Freestyle",Frank Chamizo Marquez,Italy,Wrestling
0.2,0.8,0.0,98692,1,25.0,170.0,65.0,2016,1,22.49134948096886,0,144342396.0,8759.03611775209,"Wrestling Men's Welterweight, Freestyle",Soslan Lyudvikovich Ramonov,Russia,Wrestling
0.9,0.0,0.1,50552,1,26.0,170.0,74.0,2016,0,25.60553633217993,0,9762274.0,3880.7387308955604,"Wrestling Men's Welterweight, Freestyle",Cbrayl Hsnov,Azerbaijan,Wrestling
0.1,0.2,0.7,5414,1,27.0,166.0,67.0,2016,2,24.31412396574249,0,2924816.0,3605.743116842559,"Wrestling Men's Welterweight, Greco-Roman",Migran Arutyunyan,Armenia,Wrestling
0.7,0.3,0.0,250,1,26.0,170.0,80.0,2016,0,27.68166089965398,0,11348159.0,41260.977551146825,"Wrestling Men's Welterweight, Greco-Roman",Saeid Morad Abdevali,Iran,Wrestling
0.9,0.0,0.1,12981,1,22.0,170.0,66.0,2016,0,22.837370242214536,0,3719300.0,3865.785693318275,"Wrestling Men's Welterweight, Greco-Roman",Shmagi Bolkvadze,Georgia,Wrestling
0.0,1.0,0.0,75285,0,24.0,163.0,57.0,2016,1,21.453573713726524,0,323127513.0,57588.538070583025,"Wrestling Women's Featherweight, Freestyle",Helen Louise Maroulis,United States,Wrestling
0.0,1.0,0.0,75285,0,24.0,163.0,57.0,2016,1,21.453573713726524,0,323127513.0,57588.538070583025,"Wrestling Women's Featherweight, Freestyle",Helen Louise Maroulis,United States,Wrestling
0.0,1.0,0.0,75285,0,24.0,163.0,57.0,2016,1,21.453573713726524,0,323127513.0,57588.538070583025,"Wrestling Women's Featherweight, Freestyle",Helen Louise Maroulis,United States,Wrestling
0.0,0.4,0.6,76735,0,26.0,164.0,56.0,2016,0,20.820939916716245,0,9903122.0,51844.761261862746,"Wrestling Women's Flyweight, Freestyle",Sofia Magdalena Mattsson,Sweden,Wrestling
0.1,0.9,0.0,121345,0,22.0,152.0,48.0,2016,1,20.775623268698062,0,126994511.0,38972.340639146816,"Wrestling Women's Flyweight, Freestyle",Eri Tosaka,Japan,Wrestling
0.8,0.2,0.0,132603,0,21.0,151.0,48.0,2016,0,21.05170825840972,0,128063000.0,39339.29757318257,"Wrestling Women's Flyweight, Freestyle",Elitsa Atanasova Yankova,Bulgaria,Wrestling
0.3,0.09166666666666666,0.6083333333333333,16302,0,29.0,174.0,75.0,2016,0,24.77209671026556,0,144342396.0,8759.03611775209,"Wrestling Women's Heavyweight, Freestyle",Yekaterina Borisovna Bukina,Russia,Wrestling
0.4,0.6,0.0,130186,0,27.0,175.0,75.0,2016,1,24.489795918367346,0,36286425.0,42348.94546059788,"Wrestling Women's Heavyweight, Freestyle",Erica Elizabeth Wiebe,Canada,Wrestling
0.8,0.1,0.1,36802,0,29.0,169.0,73.0,2016,0,25.55932915514163,0,9903122.0,51844.761261862746,"Wrestling Women's Heavyweight, Freestyle",Anna Jenny Eva Maria Fransson (Magnusson-),Sweden,Wrestling
0.2,0.6,0.2,29618,0,21.0,159.0,69.0,2016,1,27.29322416043669,0,126994511.0,38972.340639146816,"Wrestling Women's Light-Heavyweight, Freestyle",Sara Dosho,Japan,Wrestling
0.2,0.6,0.2,29618,0,21.0,159.0,69.0,2016,1,27.29322416043669,0,126994511.0,38972.340639146816,"Wrestling Women's Light-Heavyweight, Freestyle",Sara Dosho,Japan,Wrestling
0.9,0.0,0.1,117302,0,24.0,172.0,69.0,2016,0,23.323418063818284,0,17797032.0,7714.841843760241,"Wrestling Women's Light-Heavyweight, Freestyle",Elmira Anuarbekovna Syzdykova,Kazakhstan,Wrestling
0.2,0.1,0.7,134776,0,23.0,164.0,58.0,2016,2,21.564544913741823,0,144342396.0,8759.03611775209,"Wrestling Women's Lightweight, Freestyle",Valeriya Sergeyevna Zholobova-Koblova,Russia,Wrestling
0.3,0.4,0.3,74069,0,23.0,162.0,58.0,2016,0,22.10028959000152,0,1324171354.0,1717.4738780298928,"Wrestling Women's Lightweight, Freestyle",Sakshi Malik,India,Wrestling
0.8,0.0,0.2,3537,0,27.0,160.0,58.0,2016,0,22.65625,0,11403248.0,3666.3571544061965,"Wrestling Women's Lightweight, Freestyle",Marwa Al-Amri,Tunisia,Wrestling
0.1,0.0,0.9,74264,0,23.0,163.0,65.0,2016,2,24.46460160337235,0,9507120.0,5025.405063877017,"Wrestling Women's Middleweight, Freestyle",Mariya Ruslanovna Mamoshuk,Belarus,Wrestling
0.5,0.4,0.1,58163,0,21.0,160.0,61.0,2016,1,23.828125,0,126994511.0,38972.340639146816,"Wrestling Women's Middleweight, Freestyle",Risako Kawai,Japan,Wrestling
0.8,0.2,0.0,79362,0,36.0,167.0,63.0,2016,0,22.58955143605005,0,37948016.0,12430.629601767552,"Wrestling Women's Middleweight, Freestyle",Monika Ewa Michalik (Rogien-),Poland,Wrestling
